"","itemid","condition","cresp","experiment","item","question","question.acc","question.cresp","question.resp","question.rt","sentence","slide_1.resp","slide_1.rt","subject","trial","trial_abort","roi","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","word","group","spill0len","spill1len","spill2len","spill","NPsubj","NPobj","logTFT","logFPRT","logRPD","wlen"
"2859","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","459223","Some mechanic repaired each car with great care before the shift ended.","Y",658,"2","126","0","7",199,1,199,199,199,199,199,3079,0,0,0,0,0,199,"great ","3",5,3,4,"1","existential","universal",5.29330482472449,5.29330482472449,5.29330482472449,5
"2860","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","1",87,1,0,1147,1147,1498,1147,1147,351,0,351,0,0,351,"Some ","3",5,3,4,"9","existential","universal",7.31188616407716,7.04490511712937,7.04490511712937,4
"2861","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","11",230,1,230,230,230,230,619,3740,0,0,0,1,1,230,"shift ","3",5,3,4,"2","existential","universal",5.4380793089232,5.4380793089232,6.4281052726846,5
"2862","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","2",216,1,0,216,379,565,730,1877,349,163,186,1,1,186,"mechanic ","3",5,3,4,"9","existential","universal",6.33682573114644,5.37527840768417,6.59304453414244,8
"2863","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","3",173,1,0,173,173,264,173,2050,91,0,91,0,0,91,"repaired ","3",5,3,4,"9","existential","universal",5.57594910314632,5.15329159449778,5.15329159449778,8
"2864","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","4",305,1,305,305,305,305,305,2355,0,0,0,0,0,305,"each ","3",5,3,4,"0","existential","universal",5.72031177660741,5.72031177660741,5.72031177660741,4
"2865","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","6",328,1,328,328,328,328,328,2683,0,0,0,0,0,328,"with ","3",5,3,4,"1","existential","universal",5.79301360838414,5.79301360838414,5.79301360838414,4
"2866","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","7",103,1,103,103,103,103,103,2786,0,0,0,0,0,103,"great ","3",5,3,4,"1","existential","universal",4.63472898822964,4.63472898822964,4.63472898822964,5
"2867","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","581040","Some mechanic repaired each car with great care before the shift ended.","Y",742,"22","112","0","9",335,1,0,335,335,447,335,3121,112,0,112,0,1,112,"before ","3",5,3,4,"2","existential","universal",6.10255859461357,5.81413053182507,5.81413053182507,6
"2869","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","10",162,1,162,162,162,162,162,4664,0,0,0,0,0,162,"the ","3",5,3,4,"2","existential","universal",5.08759633523238,5.08759633523238,5.08759633523238,3
"2871","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","12",102,1,0,102,357,357,1862,6526,255,255,0,1,1,255,"ended. ","3",5,3,4,"2","existential","universal",5.87773578177964,4.62497281328427,7.52940645783701,6
"2872","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","2",26,1,0,26,582,837,2577,2577,811,556,255,2,3,255,"mechanic ","3",5,3,4,"9","existential","universal",6.72982407048948,3.25809653802148,7.85438121065236,8
"2873","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","3",153,1,153,153,153,153,153,2730,0,0,0,0,0,153,"repaired ","3",5,3,4,"9","existential","universal",5.03043792139244,5.03043792139244,5.03043792139244,8
"2874","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","4",200,1,0,200,200,680,200,2930,480,0,480,0,0,308,"each ","3",5,3,4,"0","existential","universal",6.52209279817015,5.29831736654804,5.29831736654804,4
"2875","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","5",97,1,97,97,97,97,269,3199,0,0,0,1,1,97,"car ","3",5,3,4,"0","existential","universal",4.57471097850338,4.57471097850338,5.59471137960184,3
"2876","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","6",209,1,0,209,209,494,209,3408,285,0,285,0,0,135,"with ","3",5,3,4,"1","existential","universal",6.20253551718792,5.34233425196481,5.34233425196481,4
"2877","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","7",182,1,0,182,182,469,182,3590,287,0,287,0,0,106,"great ","3",5,3,4,"1","existential","universal",6.15060276844628,5.2040066870768,5.2040066870768,5
"2878","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","8",121,1,0,121,314,314,645,4235,193,193,0,2,2,193,"care ","3",5,3,4,"1","existential","universal",5.74939298590825,4.79579054559674,6.46925031679577,4
"2879","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336173","Some mechanic repaired each car with great care before the shift ended.","Y",934,"26","86","0","9",108,1,0,267,267,473,267,4502,206,0,206,0,0,206,"before ","3",5,3,4,"2","existential","universal",6.15909538849193,5.58724865840025,5.58724865840025,6
"2881","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336344","Some mechanic repaired each car with great care before the shift ended.","Y",903,"6","78","0","10",194,1,194,194,194,194,194,3147,0,0,0,0,0,194,"the ","3",5,3,4,"2","existential","universal",5.26785815906333,5.26785815906333,5.26785815906333,3
"2882","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336344","Some mechanic repaired each car with great care before the shift ended.","Y",903,"6","78","0","11",211,1,211,211,211,211,910,4057,0,0,0,1,1,211,"shift ","3",5,3,4,"2","existential","universal",5.35185813347607,5.35185813347607,6.8134445995109,5
"2886","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336344","Some mechanic repaired each car with great care before the shift ended.","Y",903,"6","78","0","5",218,1,0,218,469,469,2630,2630,251,251,0,1,1,251,"car ","3",5,3,4,"0","existential","universal",6.15060276844628,5.38449506278909,7.87473912517181,3
"2887","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336344","Some mechanic repaired each car with great care before the shift ended.","Y",903,"6","78","0","7",148,1,148,148,148,148,148,2778,0,0,0,0,0,148,"great ","3",5,3,4,"1","existential","universal",4.99721227376411,4.99721227376411,4.99721227376411,5
"2888","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9336344","Some mechanic repaired each car with great care before the shift ended.","Y",903,"6","78","0","9",175,1,0,175,175,489,175,2953,314,0,314,0,1,314,"before ","3",5,3,4,"2","existential","universal",6.19236248947487,5.16478597392351,5.16478597392351,6
"2890","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9558239","Some mechanic repaired each car with great care before the shift ended.","Y",994,"34","107","0","10",141,1,141,141,141,141,335,3947,0,0,0,1,1,141,"the ","3",5,3,4,"2","existential","universal",4.94875989037817,4.94875989037817,5.81413053182507,3
"2891","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9558239","Some mechanic repaired each car with great care before the shift ended.","Y",994,"34","107","0","11",257,1,0,257,484,484,706,4653,227,227,0,1,1,227,"shift ","3",5,3,4,"2","existential","universal",6.18208490671663,5.54907608489522,6.55961523749324,5
"2892","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9558239","Some mechanic repaired each car with great care before the shift ended.","Y",994,"34","107","0","12",158,1,158,158,158,158,263,4916,0,0,0,1,1,158,"ended. ","3",5,3,4,"2","existential","universal",5.06259503302697,5.06259503302697,5.57215403217776,6
"2899","18c","c","Y","quant","18","Were the cars repaired before the shift ended?","1","right trigger","right trigger","9558239","Some mechanic repaired each car with great care before the shift ended.","Y",994,"34","107","0","8",22,1,0,22,91,196,3612,3612,174,69,105,1,1,105,"care ","3",5,3,4,"1","existential","universal",5.27811465923052,3.09104245335832,8.19201691453688,4
"2901","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","1",116,1,0,1223,1223,1223,1223,1223,0,0,0,0,0,1223,"Some ","3",5,3,4,"9","existential","demonstrative",7.10906213568717,7.10906213568717,7.10906213568717,4
"2902","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","11",267,1,0,267,267,431,267,2779,164,0,164,0,1,164,"shift ","3",5,3,4,"2","existential","demonstrative",6.06610809010375,5.58724865840025,5.58724865840025,5
"2903","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","12",168,1,168,168,168,168,471,3250,0,0,0,1,1,168,"ended. ","3",5,3,4,"2","existential","demonstrative",5.12396397940326,5.12396397940326,6.15485809401642,6
"2904","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","2",153,1,153,153,153,153,153,1376,0,0,0,0,0,153,"mechanic ","3",5,3,4,"9","existential","demonstrative",5.03043792139244,5.03043792139244,5.03043792139244,8
"2905","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","3",279,1,279,279,279,279,279,1655,0,0,0,0,0,279,"repaired ","3",5,3,4,"9","existential","demonstrative",5.63121178182137,5.63121178182137,5.63121178182137,8
"2906","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","5",257,1,257,257,257,257,257,1912,0,0,0,0,0,257,"car ","3",5,3,4,"0","existential","demonstrative",5.54907608489522,5.54907608489522,5.54907608489522,3
"2908","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","7",277,1,277,277,277,277,277,2189,0,0,0,0,0,277,"great ","3",5,3,4,"1","existential","demonstrative",5.62401750618734,5.62401750618734,5.62401750618734,5
"2909","18d","d","Y","quant","18","Was the car repaired before the shift ended?","1","right trigger","right trigger","13039154","Some mechanic repaired that car with great care before the shift ended.","Y",120,"35","39","0","8",55,1,55,55,55,55,55,2244,0,0,0,0,0,55,"care ","3",5,3,4,"1","existential","demonstrative",4.00733318523247,4.00733318523247,4.00733318523247,4
