"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","label","correctAnswer","correct"
345,32,"text",8,48454,"0.0-8.0","dQ7Qx","","",NA,""
5478,70,"single-stim",9,54933,"0.0-9.0","dQ7Qx","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"false"
3864,74,"single-stim",10,59798,"0.0-10.0","dQ7Qx","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"false"
31967,70,"single-stim",11,92766,"0.0-11.0","dQ7Qx","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
24818,74,"single-stim",12,118590,"0.0-12.0","dQ7Qx","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
5520,74,"single-stim",13,125110,"0.0-13.0","dQ7Qx","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,126112,"0.0-14.0","dQ7Qx"," ","",NA,""
10680,32,"text",0,10680,"0.0-0.0","dSZ0z","","",NA,""
22224,70,"single-stim",1,33912,"0.0-1.0","dSZ0z","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
13939,32,"text",2,48863,"0.0-2.0","dSZ0z","","",NA,""
11200,32,"text",3,61071,"0.0-3.0","dSZ0z","","",NA,""
14526,32,"text",4,76611,"0.0-4.0","dSZ0z","","",NA,""
13638,32,"text",5,91255,"0.0-5.0","dSZ0z","","",NA,""
5591,32,"text",6,97847,"0.0-6.0","dSZ0z","","",NA,""
11636,32,"text",7,110488,"0.0-7.0","dSZ0z","","",NA,""
13881,32,"text",8,125379,"0.0-8.0","dSZ0z","","",NA,""
14839,74,"single-stim",9,141226,"0.0-9.0","dSZ0z","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
11671,70,"single-stim",10,153910,"0.0-10.0","dSZ0z","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
11747,74,"single-stim",11,166675,"0.0-11.0","dSZ0z","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
9810,70,"single-stim",12,177492,"0.0-12.0","dSZ0z","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
9939,70,"single-stim",13,188438,"0.0-13.0","dSZ0z","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,189448,"0.0-14.0","dSZ0z"," ","",NA,""
7599,32,"text",0,7610,"0.0-0.0","E9gW7","","",NA,""
37091,74,"single-stim",1,45721,"0.0-1.0","E9gW7","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
8810,32,"text",2,55536,"0.0-2.0","E9gW7","","",NA,""
10083,32,"text",3,66620,"0.0-3.0","E9gW7","","",NA,""
6923,32,"text",4,74545,"0.0-4.0","E9gW7","","",NA,""
5971,32,"text",5,81516,"0.0-5.0","E9gW7","","",NA,""
5006,32,"text",6,87523,"0.0-6.0","E9gW7","","",NA,""
6916,32,"text",7,95441,"0.0-7.0","E9gW7","","",NA,""
5346,32,"text",8,101788,"0.0-8.0","E9gW7","","",NA,""
17366,70,"single-stim",9,120160,"0.0-9.0","E9gW7","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
18853,70,"single-stim",10,140018,"0.0-10.0","E9gW7","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
15457,74,"single-stim",11,156478,"0.0-11.0","E9gW7","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
21191,74,"single-stim",12,178673,"0.0-12.0","E9gW7","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
9529,70,"single-stim",13,189205,"0.0-13.0","E9gW7","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,190209,"0.0-14.0","E9gW7"," ","",NA,""
7412,32,"text",0,7416,"0.0-0.0","EDAeT","","",NA,""
18903,74,"single-stim",1,27331,"0.0-1.0","EDAeT","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
8108,32,"text",2,36446,"0.0-2.0","EDAeT","","",NA,""
11475,32,"text",3,48923,"0.0-3.0","EDAeT","","",NA,""
8943,32,"text",4,58869,"0.0-4.0","EDAeT","","",NA,""
6870,32,"text",5,66741,"0.0-5.0","EDAeT","","",NA,""
4461,32,"text",6,72207,"0.0-6.0","EDAeT","","",NA,""
10857,32,"text",7,84065,"0.0-7.0","EDAeT","","",NA,""
3460,32,"text",8,88528,"0.0-8.0","EDAeT","","",NA,""
11773,70,"single-stim",9,101307,"0.0-9.0","EDAeT","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
16674,74,"single-stim",10,118984,"0.0-10.0","EDAeT","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10160,74,"single-stim",11,130147,"0.0-11.0","EDAeT","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
8020,74,"single-stim",12,139170,"0.0-12.0","EDAeT","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
10658,70,"single-stim",13,150831,"0.0-13.0","EDAeT","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,151836,"0.0-14.0","EDAeT"," ","",NA,""
184167,32,"text",0,184173,"0.0-0.0","eGxg5","","",NA,""
22683,74,"single-stim",1,207870,"0.0-1.0","eGxg5","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
5455,32,"text",2,214328,"0.0-2.0","eGxg5","","",NA,""
6031,32,"text",3,221362,"0.0-3.0","eGxg5","","",NA,""
4321,32,"text",4,226683,"0.0-4.0","eGxg5","","",NA,""
12627,32,"text",5,240311,"0.0-5.0","eGxg5","","",NA,""
5243,32,"text",6,246555,"0.0-6.0","eGxg5","","",NA,""
12285,32,"text",7,259841,"0.0-7.0","eGxg5","","",NA,""
5421,32,"text",8,266262,"0.0-8.0","eGxg5","","",NA,""
9437,70,"single-stim",9,276703,"0.0-9.0","eGxg5","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"false"
11132,70,"single-stim",10,288837,"0.0-10.0","eGxg5","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"false"
5912,74,"single-stim",11,295751,"0.0-11.0","eGxg5","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"false"
5052,70,"single-stim",12,301805,"0.0-12.0","eGxg5","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
5280,74,"single-stim",13,308088,"0.0-13.0","eGxg5","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,309091,"0.0-14.0","eGxg5"," ","",NA,""
2944,32,"text",0,2955,"0.0-0.0","fbvWB","","",NA,""
17026,70,"single-stim",1,20994,"0.0-1.0","fbvWB","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
1722,32,"text",2,23718,"0.0-2.0","fbvWB","","",NA,""
6152,32,"text",3,30871,"0.0-3.0","fbvWB","","",NA,""
9438,32,"text",4,41310,"0.0-4.0","fbvWB","","",NA,""
6590,32,"text",5,48900,"0.0-5.0","fbvWB","","",NA,""
5393,32,"text",6,55294,"0.0-6.0","fbvWB","","",NA,""
14961,32,"text",7,71256,"0.0-7.0","fbvWB","","",NA,""
2580,32,"text",8,74836,"0.0-8.0","fbvWB","","",NA,""
7890,74,"single-stim",9,83728,"0.0-9.0","fbvWB","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
