subject,trial_index,trial_type,list,responses,subject,trial_index,trial_type,list,Type,Sentence,Response,item,cond,repeatability,IlluBare,quantifier,ellipsis,additive,Fill1,Fill2
1K8Se,56,survey-likert,8,,1K8Se,56,survey-likert,8,filler,Writers think about more things that have to do with philosophy as painters do.,5,,,,,,,,*F,C
1K8Se,57,survey-likert,8,,1K8Se,57,survey-likert,8,filler,Patty said that watching the soccer game was the most fun she'd had in a long time.,7,,,,,,,,F,N
1K8Se,58,survey-likert,8,,1K8Se,58,survey-likert,8,filler,Many students feel that older professors who have shouldn't have relationships with them.,3,,,,,,,,*F,N
1K8Se,60,survey-likert,8,,1K8Se,60,survey-likert,8,filler,These days the hair on her arm is more brown than the hair on his face is important.,4,,,,,,,,*F,C
1K8Se,61,survey-likert,8,,1K8Se,61,survey-likert,8,filler,Malachi told the man in the sailor's cap that his father was in the navy.,7,,,,,,,,F,N
1K8Se,62,survey-likert,8,,1K8Se,62,survey-likert,8,filler,Australians will have been to Europe this season to visit the mountains that Uganda.,2,,,,,,,,*F,N
1K8Se,63,survey-likert,8,,1K8Se,63,survey-likert,8,filler,Bill throws away magazines without interesting articles that without opening.,1,,,,,,,,*F,N
1K8Se,64,survey-likert,8,,1K8Se,64,survey-likert,8,filler,Most older elephants are small and fast this season like cheetah adults.,5,,,,,,,,*F,N
1K8Se,65,survey-likert,8,,1K8Se,65,survey-likert,8,filler,I have been to Romania more than twice you have been to Hungary.,3,,,,,,,,*F,C
1K8Se,66,survey-likert,8,,1K8Se,66,survey-likert,8,filler,It's not like flowers were left over from the wedding like of ribbons will be.,2,,,,,,,,*F,N
1K8Se,69,survey-likert,8,,1K8Se,69,survey-likert,8,filler,Marty is sure that the rain is health-wise if not snowing is.,1,,,,,,,,*F,N
1K8Se,70,survey-likert,8,,1K8Se,70,survey-likert,8,filler,The horses have been more enthusiastic about riding out in the open than cows are sad.,4,,,,,,,,*F,C
1K8Se,71,survey-likert,8,,1K8Se,71,survey-likert,8,filler,Shuttles travel to outer-space less often than rockets do.,7,,,,,,,,F,C
1K8Se,73,survey-likert,8,,1K8Se,73,survey-likert,8,filler,Italians have more often thought that the men that we did not.,1,,,,,,,,*F,C
1K8Se,75,survey-likert,8,,1K8Se,75,survey-likert,8,filler,The manager had less fun than the workers at the state fair last year.,7,,,,,,,,F,C
1K8Se,76,survey-likert,8,,1K8Se,76,survey-likert,8,filler,Most of the people that John knew showed up to the party before he did.,7,,,,,,,,F,N
1K8Se,77,survey-likert,8,,1K8Se,77,survey-likert,8,filler,My professor has been to Australia more times than I will ever go.,7,,,,,,,,F,C
1K8Se,78,survey-likert,8,,1K8Se,78,survey-likert,8,filler,Sam doesn't like to stop at the gas station that Danielle has been.,3,,,,,,,,*F,N
1K8Se,79,survey-likert,8,,1K8Se,79,survey-likert,8,filler,My grandfather worked for a train company that had in its last days.,1,,,,,,,,*F,N
1K8Se,80,survey-likert,8,,1K8Se,80,survey-likert,8,filler,Tall people have made moves in that direction but we pretend to understand it.,5,,,,,,,,*F,N
1K8Se,81,survey-likert,8,,1K8Se,81,survey-likert,8,filler,A bartender who works at Sam's favourite bar is known for pouring the best draft beer.,7,,,,,,,,F,N
1K8Se,82,survey-likert,8,,1K8Se,82,survey-likert,8,filler,Some flowers that hung from the fence will know potting.,4,,,,,,,,*F,N
1K8Se,83,survey-likert,8,,1K8Se,83,survey-likert,8,filler,Martin predicts that video sales will go up as more baby-boomers retire.,7,,,,,,,,F,N
1K8Se,85,survey-likert,8,,1K8Se,85,survey-likert,8,filler,Almost every email I get nowadays is a spam or leaflet that I did.,3,,,,,,,,*F,N
1K8Se,86,survey-likert,8,,1K8Se,86,survey-likert,8,filler,Most parents who care have visited the college that their children go to.,6,,,,,,,,F,N
1K8Se,87,survey-likert,8,,1K8Se,87,survey-likert,8,filler,Books have been written in darker times than without a typewriter.,4,,,,,,,,*F,C
1K8Se,88,survey-likert,8,,1K8Se,88,survey-likert,8,filler,So many people have given money to her charity that I thought that impossible to.,2,,,,,,,,*F,N
1K8Se,89,survey-likert,8,,1K8Se,89,survey-likert,8,filler,Every woman from Russia has dated a man that they don't like.,5,,,,,,,,F,N
1K8Se,90,survey-likert,8,,1K8Se,90,survey-likert,8,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
1K8Se,93,survey-likert,8,,1K8Se,93,survey-likert,8,filler,The Governor's race in California will be the most expensive race to date.,7,,,,,,,,F,N
1K8Se,94,survey-likert,8,,1K8Se,94,survey-likert,8,filler,This month the choir sings the songs that the gathered people have requested.,5,,,,,,,,F,N
1K8Se,96,survey-likert,8,,1K8Se,96,survey-likert,8,filler,All the people that have been to the city in Italy that I visited would think.,1,,,,,,,,*F,N
1K8Se,97,survey-likert,8,,1K8Se,97,survey-likert,8,filler,This year more men attend sporting events than go to the hair salon.,7,,,,,,,,F,C
1K8Se,99,survey-likert,8,,1K8Se,99,survey-likert,8,filler,The chipmunk that I saw this morning is outside of our office window again.,7,,,,,,,,F,N
1K8Se,100,survey-likert,8,,1K8Se,100,survey-likert,8,filler,This year Phillip has tons of homework that a student like Laura drinks too much.,2,,,,,,,,*F,N
1K8Se,103,survey-likert,8,,1K8Se,103,survey-likert,8,filler,Ruth might be a senior and Tom is short for a kindergartener.,6,,,,,,,,*F,N
1K8Se,104,survey-likert,8,,1K8Se,104,survey-likert,8,filler,Native Americans have more to complain about than.,2,,,,,,,,*F,C
1K8Se,105,survey-likert,8,,1K8Se,105,survey-likert,8,filler,There are piano players in the bar who I frequently have talked.,2,,,,,,,,*F,N
1K8Se,106,survey-likert,8,,1K8Se,106,survey-likert,8,filler,These days the university shuttle is on time more often than it is late.,7,,,,,,,,F,C
1K8Se,107,survey-likert,8,,1K8Se,107,survey-likert,8,filler,Veterans are easy to discuss points of view for.,3,,,,,,,,*F,N
1K8Se,108,survey-likert,8,,1K8Se,108,survey-likert,8,filler,This time Michael found fifteen typos in the one-page document.,7,,,,,,,,F,N
1K8Se,109,survey-likert,8,,1K8Se,109,survey-likert,8,filler,Classes and workshops in general are raised before registration ends.,3,,,,,,,,*F,N
1K8Se,110,survey-likert,8,,1K8Se,110,survey-likert,8,filler,Dylan was more talented than Donovan could ever dream of being.,7,,,,,,,,F,C
1K8Se,111,survey-likert,8,,1K8Se,111,survey-likert,8,filler,Thicker soup is needed if it is to be the first course of a light dinner.,7,,,,,,,,F,N
1K8Se,112,survey-likert,8,,1K8Se,112,survey-likert,8,filler,More Europeans would come to America for their schooling if they could.,7,,,,,,,,F,C
1K8Se,114,survey-likert,8,,1K8Se,114,survey-likert,8,filler,Radios that are loud can be annoying to those people who are annoyed.,5,,,,,,,,*F,N
1K8Se,115,survey-likert,8,,1K8Se,115,survey-likert,8,filler,Last week a conflict between protestors and police broke out in downtown Chicago.,7,,,,,,,,F,N
1K8Se,116,survey-likert,8,,1K8Se,116,survey-likert,8,filler,Christopher will have to work much more on the paper before it is finished.,7,,,,,,,,F,N
1K8Se,117,survey-likert,8,,1K8Se,117,survey-likert,8,filler,Hot-air balloons make less noise than helicopters do.,7,,,,,,,,F,C
1K8Se,118,survey-likert,8,,1K8Se,118,survey-likert,8,filler,Dolly has bigger hair this year than yours and mine combined did.,2,,,,,,,,*F,C
1K8Se,120,survey-likert,8,,1K8Se,120,survey-likert,8,filler,The Lord of the Rings was nothing short of a worse movie that she described.,3,,,,,,,,*F,N
1K8Se,123,survey-likert,8,,1K8Se,123,survey-likert,8,filler,Professional basketball players are the kind of role-models that children are look for.,2,,,,,,,,F,N
1K8Se,124,survey-likert,8,,1K8Se,124,survey-likert,8,filler,Flipper the dolphin is on TV everyday and considerably that the Beatles are popular.,2,,,,,,,,*F,N
1K8Se,125,survey-likert,8,,1K8Se,125,survey-likert,8,filler,Nurses have more trusted doctors that patients are treated by.,3,,,,,,,,*F,C
1K8Se,127,survey-likert,8,,1K8Se,127,survey-likert,8,filler,Last Thursday the convenience store that I often go to burned down.,6,,,,,,,,F,N
1K8Se,128,survey-likert,8,,1K8Se,128,survey-likert,8,filler,Lately there are more reports in her inbox than she knows what to do with.,7,,,,,,,,F,N
1K8Se,129,survey-likert,8,,1K8Se,129,survey-likert,8,filler,The president has said that he won't begin a war that the people don't want.,7,,,,,,,,F,N
1K8Se,132,survey-likert,8,,1K8Se,132,survey-likert,8,filler,Weirder things have happened in Samantha's life than in Parissa's.,6,,,,,,,,F,C
1K8Se,134,survey-likert,8,,1K8Se,134,survey-likert,8,filler,A dozen cups of coffee are served at this diner than of orange juice are.,1,,,,,,,,*F,C
1K8Se,135,survey-likert,8,,1K8Se,135,survey-likert,8,filler,Tea is a better drink when you have a cold than coffee is.,7,,,,,,,,F,C
1K8Se,136,survey-likert,8,,1K8Se,136,survey-likert,8,filler,Every chimney sweep in the UK has thrown soot on someone.,7,,,,,,,,F,N
1K8Se,137,survey-likert,8,,1K8Se,137,survey-likert,8,filler,A lot of people in the 60s believed that world peace was possible.,7,,,,,,,,F,N
1K8Se,138,survey-likert,8,,1K8Se,138,survey-likert,8,filler,Last night Cecil saw the silly B-movie about summer camp that Tom had recommended to her.,7,,,,,,,,F,N
1K8Se,140,survey-likert,8,,1K8Se,140,survey-likert,8,filler,The photographer still has a few friends that work for National Geographic.,7,,,,,,,,F,N
1K8Se,141,survey-likert,8,,1K8Se,141,survey-likert,8,filler,He said how many did she say of the students left without paying.,5,,,,,,,,*F,N
1K8Se,143,survey-likert,8,,1K8Se,143,survey-likert,8,filler,Only around 35 percent of Mexicans actually voted for their current president.,7,,,,,,,,F,N
1K8Se,144,survey-likert,8,,1K8Se,144,survey-likert,8,filler,Taller people have tried to pass this way as we believe should happen.,5,,,,,,,,*F,C
1K8Se,145,survey-likert,8,,1K8Se,145,survey-likert,8,filler,Nicer people live on the West Coast than on the East Coast.,6,,,,,,,,F,C
1K8Se,146,survey-likert,8,,1K8Se,146,survey-likert,8,filler,Ferdinand is wider in the hips this year than Max is broad in the shoulders.,6,,,,,,,,F,C
1K8Se,147,survey-likert,8,,1K8Se,147,survey-likert,8,filler,Cowboys have more fun than Thomas because they get to wear cowboy boots.,7,,,,,,,,F,C
1K8Se,151,survey-likert,8,,1K8Se,151,survey-likert,8,filler,Brandon has decided to go to the wedding that Albert and June planned so carefully.,7,,,,,,,,F,N
1K8Se,153,survey-likert,8,,1K8Se,153,survey-likert,8,filler,Raccoons try to get into my garbage cans that should food ultimately.,1,,,,,,,,*F,N
1K8Se,154,survey-likert,8,,1K8Se,154,survey-likert,8,filler,He throws away books like I keep papers without reading the subtext.,4,,,,,,,,*F,N
1K8Se,155,survey-likert,8,,1K8Se,155,survey-likert,8,filler,Stanley is 30-years old and 46-years old yesterday and tomorrow respectively.,3,,,,,,,,*F,N
1K8Se,157,survey-likert,8,,1K8Se,157,survey-likert,8,filler,DJ writes a story about rules and regulations that wake up as days fly.,3,,,,,,,,*F,N
1K8Se,158,survey-likert,8,,1K8Se,158,survey-likert,8,filler,So many people have given more money to our charity than I thought that did.,2,,,,,,,,*F,C
1K8Se,159,survey-likert,8,,1K8Se,159,survey-likert,8,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,7,,,,,,,,F,C
1K8Se,160,survey-likert,8,,1K8Se,160,survey-likert,8,filler,Our parents went to the college that my brother now goes to.,7,,,,,,,,F,N
1K8Se,161,survey-likert,8,,1K8Se,161,survey-likert,8,filler,This month many locusts have ruined my crops than others have built honeycombs.,2,,,,,,,,*F,C
1K8Se,162,survey-likert,8,,1K8Se,162,survey-likert,8,filler,Esme is more intelligent than Einstein is smart.,4,,,,,,,,F,C
1K8Se,163,survey-likert,8,,1K8Se,163,survey-likert,8,filler,At the party fewer of the professors stayed than of the students left.,2,,,,,,,,*F,C
1K8Se,164,survey-likert,8,,1K8Se,164,survey-likert,8,filler,This habit of cigar smoking is unlikely to be Lasandra's fault because Maria is.,2,,,,,,,,*F,N
1K8Se,165,survey-likert,8,,1K8Se,165,survey-likert,8,filler,In the past year fewer than 20 percent of car owners were satisfied with their car insurance.,7,,,,,,,,F,C
1K8Se,168,survey-likert,8,,1K8Se,168,survey-likert,8,filler,More Americans have been to Russia than I have.,2,,,,,,,,*F,C
1K8Se,170,survey-likert,8,,1K8Se,170,survey-likert,8,filler,Cats rather than dogs are often the preferred choice of pet.,7,,,,,,,,F,N
1K8Se,172,survey-likert,8,,1K8Se,172,survey-likert,8,filler,More Mexicans have better jobs now that NAFTA has taken effect.,7,,,,,,,,F,C
1K8Se,173,survey-likert,8,,1K8Se,173,survey-likert,8,filler,This year any people believe that motorcycles that raced down Main Street.,2,,,,,,,,*F,N
1K8Se,174,survey-likert,8,,1K8Se,174,survey-likert,8,filler,These days at least as many owners take their pets to this vet than the other one.,7,,,,,,,,*F,C
1K8Se,176,survey-likert,8,,1K8Se,176,survey-likert,8,filler,Last month every book in the storage room was thrown away by the custodian.,7,,,,,,,,F,N
1K8Se,177,survey-likert,8,,1K8Se,177,survey-likert,8,filler,Germans have knocked down the wall that the Russians built the temple.,2,,,,,,,,*F,N
1K8Se,178,survey-likert,8,,1K8Se,178,survey-likert,8,filler,Twenty people witnessed the event yet none of them could describe the assailant.,7,,,,,,,,F,N
1K8Se,180,survey-likert,8,,1K8Se,180,survey-likert,8,filler,Children are more scared of horror movies than adults.,7,,,,,,,,F,C
1K8Se,182,survey-likert,8,,1K8Se,182,survey-likert,8,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
1K8Se,183,survey-likert,8,,1K8Se,183,survey-likert,8,filler,Despite the rainy weather the hostess sat the couple at a table by the window.,7,,,,,,,,F,N
1K8Se,185,survey-likert,8,,1K8Se,185,survey-likert,8,filler,A computer program that can be downloaded as many times than you did.,1,,,,,,,,*F,C
1K8Se,187,survey-likert,8,,1K8Se,187,survey-likert,8,filler,Martha was a stricter baker than flows water Potomac-ward.,1,,,,,,,,*F,C
1K8Se,188,survey-likert,8,,1K8Se,188,survey-likert,8,filler,The car that I own is parked on the corner that are of mine.,1,,,,,,,,*F,N
1K8Se,189,survey-likert,8,,1K8Se,189,survey-likert,8,filler,Most pet owners find that organic food helps keep their pets healthy.,7,,,,,,,,F,N
1K8Se,190,survey-likert,8,,1K8Se,190,survey-likert,8,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,2,,,,,,,,*F,N
1K8Se,191,survey-likert,8,,1K8Se,191,survey-likert,8,filler,In the future humans will inhabit more planets than they do now.,7,,,,,,,,F,C
3qjBZ,1,survey-likert,3,,3qjBZ,1,survey-likert,3,filler,So many people have given more money to our charity than I thought that did.,2,,,,,,,,*F,C
3qjBZ,3,survey-likert,3,,3qjBZ,3,survey-likert,3,filler,The shapes were longer this month than I wondered whether they would be.,1,,,,,,,,*F,C
3qjBZ,4,survey-likert,3,,3qjBZ,4,survey-likert,3,filler,Bill throws away magazines without interesting articles that without opening.,1,,,,,,,,*F,N
3qjBZ,5,survey-likert,3,,3qjBZ,5,survey-likert,3,filler,Weight lifters are a tough act to follow that will act tough if.,1,,,,,,,,*F,N
3qjBZ,7,survey-likert,3,,3qjBZ,7,survey-likert,3,filler,Some people visited the country last summer that I might take my grandmother.,3,,,,,,,,*F,N
3qjBZ,8,survey-likert,3,,3qjBZ,8,survey-likert,3,filler,Dylan was more talented than Donovan could ever dream of being.,7,,,,,,,,F,C
3qjBZ,10,survey-likert,3,,3qjBZ,10,survey-likert,3,filler,It's not like flowers were left over from the wedding like of ribbons will be.,2,,,,,,,,*F,N
3qjBZ,11,survey-likert,3,,3qjBZ,11,survey-likert,3,filler,More Americans have been to Russia than I have.,5,,,,,,,,*F,C
3qjBZ,12,survey-likert,3,,3qjBZ,12,survey-likert,3,filler,Veterans are easy to discuss points of view for.,4,,,,,,,,*F,N
3qjBZ,13,survey-likert,3,,3qjBZ,13,survey-likert,3,filler,Couples have more money than singles because they get a tax break.,7,,,,,,,,F,C
3qjBZ,16,survey-likert,3,,3qjBZ,16,survey-likert,3,filler,Germans have knocked down the wall that the Russians built the temple.,3,,,,,,,,*F,N
3qjBZ,18,survey-likert,3,,3qjBZ,18,survey-likert,3,filler,Ruth might be a senior and Tom is short for a kindergartener.,6,,,,,,,,*F,N
3qjBZ,19,survey-likert,3,,3qjBZ,19,survey-likert,3,filler,Shoes fit on small feet in order that older shoes wear well with orange.,3,,,,,,,,*F,N
3qjBZ,21,survey-likert,3,,3qjBZ,21,survey-likert,3,filler,Nurses have more trusted doctors that patients are treated by.,6,,,,,,,,*F,C
3qjBZ,23,survey-likert,3,,3qjBZ,23,survey-likert,3,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,7,,,,,,,,F,C
3qjBZ,26,survey-likert,3,,3qjBZ,26,survey-likert,3,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,6,,,,,,,,*F,N
3qjBZ,27,survey-likert,3,,3qjBZ,27,survey-likert,3,filler,Our parents went to the college that my brother now goes to.,7,,,,,,,,F,N
3qjBZ,29,survey-likert,3,,3qjBZ,29,survey-likert,3,filler,This month the fire department has seen a dramatic increase in the number of fires reported.,7,,,,,,,,F,N
3qjBZ,30,survey-likert,3,,3qjBZ,30,survey-likert,3,filler,His end of semester paper is excited in a incomprehensive sense.,5,,,,,,,,*F,N
3qjBZ,32,survey-likert,3,,3qjBZ,32,survey-likert,3,filler,This year Phillip has tons of homework that a student like Laura drinks too much.,5,,,,,,,,*F,N
3qjBZ,33,survey-likert,3,,3qjBZ,33,survey-likert,3,filler,Australians will have been to Europe this season to visit the mountains that Uganda.,1,,,,,,,,*F,N
3qjBZ,35,survey-likert,3,,3qjBZ,35,survey-likert,3,filler,Some flowers that hung from the fence will know potting.,5,,,,,,,,*F,N
3qjBZ,36,survey-likert,3,,3qjBZ,36,survey-likert,3,filler,Canadians find they understand who Barry is unlike who Sarah.,4,,,,,,,,*F,N
3qjBZ,37,survey-likert,3,,3qjBZ,37,survey-likert,3,filler,He said how many did she say of the students left without paying.,3,,,,,,,,*F,N
3qjBZ,39,survey-likert,3,,3qjBZ,39,survey-likert,3,filler,Martha was a stricter baker than flows water Potomac-ward.,1,,,,,,,,*F,C
3qjBZ,40,survey-likert,3,,3qjBZ,40,survey-likert,3,filler,Tea is a better drink when you have a cold than coffee is.,6,,,,,,,,F,C
